reactiveSite,EC1,EC2,EC3,EC4,EC5,EC6
18|20|28|29|3|40|44|44|,0,0,0,1,0,0
18|20|28|29|3|40|44|44|44|,0,0,0,1,0,0
18|20|28|29|3|40|44|44|5|,0,0,0,1,0,0
18|20|28|29|3|40|44|5|,0,0,0,1,0,0
18|20|28|29|3|40|44|5|5|,0,0,0,1,0,0
18|20|28|29|3|44|,0,0,0,1,0,0
18|20|28|29|3|44|44|,0,0,0,1,0,0
18|20|28|29|40|44|44|44|,0,0,0,1,0,0
18|20|28|29|40|44|44|5|,0,0,0,1,0,0
18|20|28|29|40|44|5|5|,0,0,0,1,0,0
18|20|28|29|44|,0,0,0,1,0,0
18|20|28|29|44|44|,0,0,0,1,0,0
18|20|29|29|44|,0,0,1,0,0,0
18|20|29|39|44|,0,0,0,0,1,0
18|20|29|3|37|44|44|,0,0,0,1,0,0
18|20|29|3|3|37|44|,0,0,0,1,0,0
18|20|29|3|3|39|44|,0,0,0,0,1,0
18|20|31|,0,1,0,0,0,0
18|22|,1,0,0,1,0,0
18|22|22|26|,1,0,0,1,0,0
18|22|22|32|,1,0,0,0,0,0
18|22|22|37|,1,0,0,0,0,0
18|22|25|25|44|,0,0,0,0,1,0
18|22|25|28|28|3|3|44|8|,0,1,0,0,0,0
18|22|25|28|28|3|44|44|8|,0,1,0,0,0,0
18|22|25|28|28|44|44|44|8|,0,1,0,0,0,0
18|22|25|28|3|3|44|8|,0,1,0,0,0,0
18|22|25|28|3|44|44|8|,0,1,0,0,0,0
18|22|25|28|44|44|44|8|,0,1,0,0,0,0
18|22|25|44|,0,0,0,1,0,0
18|22|25|44|44|,0,0,0,0,1,0
18|22|26|26|,1,0,0,1,0,0
18|22|26|26|26|26|26|28|28|29|44|,0,0,1,0,0,0
18|22|26|26|26|26|28|28|29|44|44|,0,0,1,0,0,0
18|22|26|26|26|28|29|44|,0,0,0,0,1,0
18|22|26|28|,1,0,0,0,0,0
18|22|26|28|31|44|,0,0,0,1,0,0
18|22|26|28|3|,0,0,0,1,0,0
18|22|26|28|44|,0,0,0,1,0,0
18|22|26|28|4|,0,0,0,1,0,0
18|22|26|32|,1,0,0,0,0,0
18|22|26|36|,1,0,0,0,0,0
18|22|26|37|,1,0,0,0,0,0
18|22|27|27|27|29|29|41|41|41|44|,0,1,0,0,0,0
18|22|27|29|29|41|,0,0,0,1,0,0
18|22|27|29|41|44|,0,0,0,1,0,0
18|22|27|41|,0,0,0,0,1,0
18|22|28|28|39|44|,0,0,0,1,0,0
18|22|28|28|3|3|44|,0,0,0,1,0,0
18|22|28|28|3|44|,0,0,0,1,0,0
18|22|28|28|3|44|44|,0,0,0,1,0,0
18|22|28|28|44|44|,0,0,0,1,0,0
18|22|28|32|,1,0,0,0,0,0
18|22|28|37|,1,0,0,0,0,0
18|22|28|3|,0,0,0,1,0,0
18|22|28|3|37|44|44|,0,0,0,1,0,0
18|22|28|3|3|37|44|,0,0,0,1,0,0
18|22|29|44|44|,0,0,0,1,0,0
18|22|32|32|,1,0,0,0,0,0
18|22|32|36|,1,0,0,0,0,0
18|22|32|37|,1,0,0,0,0,0
18|22|36|37|,1,0,0,0,0,0
18|22|37|37|,1,0,0,0,0,0
18|22|39|,0,0,0,1,0,0
18|22|3|31|44|,0,0,0,1,0,0
18|22|3|39|44|,0,0,0,1,0,0
18|22|3|3|3|3|,0,0,0,1,0,0
18|22|3|3|3|44|,0,0,0,1,0,0
18|22|3|3|44|44|,0,0,0,1,0,0
18|22|3|44|44|44|,0,0,0,1,0,0
18|22|3|44|53|,0,0,0,1,0,0
18|22|3|44|62|,0,0,0,1,0,0
18|22|44|44|44|44|,0,0,0,1,0,0
18|24|24|29|44|,0,0,0,1,0,0
18|24|26|29|44|,0,0,0,1,0,0
18|25|25|26|44|,0,0,0,0,1,0
18|25|26|26|28|3|44|,0,0,0,0,0,1
18|25|26|26|28|44|,0,0,0,0,1,0
18|25|26|26|28|44|44|,0,0,0,0,0,1
18|25|26|26|28|44|8|,0,0,0,0,0,1
18|25|26|28|28|29|29|29|44|,0,0,1,0,0,0
18|25|26|28|28|29|29|3|44|,0,0,1,0,0,0
18|25|26|28|28|29|29|44|44|,0,0,1,0,0,0
18|25|26|28|28|29|29|44|46|,0,0,1,0,0,0
18|25|26|28|28|29|3|3|44|,0,0,1,0,0,0
18|25|26|28|28|29|3|44|44|,0,0,1,0,0,0
18|25|26|28|28|29|3|44|46|,0,0,1,0,0,0
18|25|26|28|28|29|44|44|44|,0,0,1,0,0,0
18|25|26|28|28|29|44|44|46|,0,0,1,0,0,0
18|25|26|28|28|29|44|46|46|,0,0,1,0,0,0
18|25|26|28|28|3|3|44|8|,0,1,0,0,0,0
18|25|26|28|28|3|44|44|8|,0,1,0,0,0,0
18|25|26|28|28|3|44|8|8|,0,1,0,0,0,0
18|25|26|28|28|44|44|44|8|,0,1,0,0,0,0
18|25|26|28|28|44|44|8|8|,0,1,0,0,0,0
18|25|26|28|29|44|,0,0,0,1,0,0
18|25|26|28|3|3|44|8|,0,1,0,0,0,0
18|25|26|28|3|44|44|8|,0,1,0,0,0,0
18|25|26|28|44|44|,0,0,0,1,0,0
18|25|26|28|44|44|44|8|,0,1,0,0,0,0
18|25|26|28|44|44|47|,0,0,0,1,0,0
18|25|26|28|44|44|66|,0,0,0,1,0,0
18|25|26|28|44|8|,0,0,0,1,0,0
18|25|26|3|44|,0,0,0,0,1,0
18|25|26|44|44|,0,0,0,0,1,0
18|25|26|44|44|72|,0,0,0,1,0,0
18|25|28|29|44|,0,0,0,0,1,0
18|25|28|39|44|,0,0,0,1,0,0
18|25|28|39|44|44|,0,0,0,1,0,0
18|25|28|3|3|3|3|44|,0,0,0,1,0,0
18|25|28|3|44|,0,0,0,1,0,1
18|25|28|44|,1,0,0,1,0,0
18|25|28|44|44|,0,0,0,1,0,1
18|25|28|44|44|46|,0,0,0,1,0,0
18|25|28|44|5|5|,1,0,0,0,0,0
18|25|28|44|8|,1,0,0,0,0,1
18|25|28|4|44|,0,0,0,1,0,0
18|25|28|8|,1,0,0,0,0,0
18|25|29|31|44|,0,0,0,0,1,0
18|25|29|3|3|31|44|,0,0,0,0,1,0
18|25|3|44|44|,1,0,0,0,0,0
18|26|,1,0,0,1,0,0
18|26|26|26|,1,0,0,1,0,0
18|26|26|26|26|26|,1,0,0,0,0,0
18|26|26|26|26|26|26|28|28|,0,0,1,0,0,0
18|26|26|26|26|26|26|28|28|29|44|,0,0,1,0,0,0
18|26|26|26|26|26|28|28|29|,1,0,0,0,0,0
18|26|26|26|26|26|28|28|29|44|44|,0,0,1,0,0,0
18|26|26|26|26|26|28|28|44|,0,0,1,0,0,0
18|26|26|26|26|26|29|,1,0,0,0,0,0
18|26|26|26|26|28|28|29|37|,1,0,0,0,0,0
18|26|26|26|26|28|29|44|,0,0,0,0,1,0
18|26|26|26|26|29|37|,1,0,0,0,0,0
18|26|26|26|28|28|29|37|37|,1,0,0,0,0,0
18|26|26|26|28|28|29|3|3|44|,0,0,0,1,0,0
18|26|26|26|28|28|29|3|44|44|,0,0,0,1,0,0
18|26|26|26|28|28|29|3|4|44|,0,0,0,1,0,0
18|26|26|26|28|38|44|,1,0,0,0,0,0
18|26|26|26|28|44|7|,1,0,0,0,0,0
18|26|26|26|29|37|37|,1,0,0,0,0,0
18|26|26|26|31|,1,0,0,0,0,0
18|26|26|26|34|,1,0,0,0,0,0
18|26|26|26|39|,1,0,0,0,0,0
18|26|26|26|39|44|,1,0,0,0,0,0
18|26|26|26|43|44|,1,0,0,0,0,0
18|26|26|27|3|3|3|3|44|,0,0,0,0,1,0
18|26|26|28|,1,0,0,0,0,0
18|26|26|28|28|28|29|44|44|,0,0,0,1,0,0
18|26|26|28|28|28|3|3|31|4|44|,1,0,0,0,0,0
18|26|26|28|28|29|37|37|37|,1,0,0,0,0,0
18|26|26|28|31|44|,0,0,0,1,0,0
18|26|26|28|3|,0,0,0,1,0,0
18|26|26|28|3|3|44|,0,0,0,1,0,0
18|26|26|28|3|44|44|,0,0,0,1,0,0
18|26|26|28|3|4|44|,0,0,0,1,0,0
18|26|26|28|44|,0,0,0,1,0,0
18|26|26|28|4|,0,0,0,1,0,0
18|26|26|28|8|,1,0,0,0,0,0
18|26|26|29|37|37|37|,1,0,0,0,0,0
18|26|26|29|3|3|37|4|44|,1,0,0,0,0,0
18|26|26|29|3|3|44|,0,0,0,1,0,0
18|26|26|29|3|44|44|,0,0,0,1,0,0
18|26|26|29|3|4|44|,0,0,0,1,0,0
18|26|26|29|44|,0,0,0,1,0,0
18|26|26|32|,1,0,0,0,0,0
18|26|26|36|,1,0,0,0,0,0
18|26|26|37|,1,0,0,0,0,0
18|26|26|8|,1,0,0,0,0,0
18|26|28|28|29|,1,0,0,0,0,0
18|26|28|28|29|37|37|37|37|,1,0,0,0,0,0
18|26|28|28|29|3|3|3|31|4|44|,1,0,0,0,0,0
18|26|28|28|29|3|3|3|3|,1,0,0,0,0,0
18|26|28|28|29|3|3|3|3|44|,0,0,1,0,0,0
18|26|28|28|39|44|,0,0,0,1,0,0
18|26|28|28|3|3|44|,0,0,0,1,0,0
18|26|28|28|3|44|,0,0,0,1,0,0
18|26|28|28|3|44|44|,0,0,0,1,0,0
18|26|28|28|44|,1,0,0,0,0,0
18|26|28|28|44|44|,0,0,0,1,0,0
18|26|28|29|29|3|37|44|44|5|,0,0,0,1,0,0
18|26|28|29|29|3|3|37|44|44|,0,0,0,1,0,0
18|26|28|29|29|44|44|9|,1,0,0,0,0,0
18|26|28|29|44|,0,0,0,1,0,0
18|26|28|32|,1,0,0,0,0,0
18|26|28|37|,1,0,0,0,0,0
18|26|28|39|44|44|,0,0,0,1,0,0
18|26|28|3|,0,0,0,1,0,0
18|26|28|3|37|44|44|,0,0,0,1,0,0
18|26|28|3|3|37|44|,0,0,0,1,0,0
18|26|28|3|44|,0,0,0,1,0,0
18|26|28|44|,1,0,0,0,0,0
18|26|28|8|,1,0,0,0,0,0
18|26|29|,1,0,0,0,0,0
18|26|29|29|44|44|44|62|,1,0,0,0,0,0
18|26|29|29|44|44|44|66|,1,0,0,0,0,0
18|26|29|31|44|,0,0,0,0,1,0
18|26|29|37|37|37|37|,1,0,0,0,0,0
18|26|29|3|3|31|44|,0,0,0,0,1,0
18|26|29|44|,0,0,1,0,1,0
18|26|29|44|44|,0,0,0,1,0,0
18|26|31|,1,0,0,0,0,0
18|26|31|31|44|,0,0,0,0,0,1
18|26|31|34|44|,0,0,0,0,0,1
18|26|31|39|44|,0,0,0,0,0,1
18|26|32|32|,1,0,0,0,0,0
18|26|32|36|,1,0,0,0,0,0
18|26|32|37|,1,0,0,0,0,0
18|26|34|39|44|,0,0,0,0,0,1
18|26|36|37|,1,0,0,0,0,0
18|26|37|37|,1,0,0,0,0,0
18|26|37|44|,1,0,0,0,0,0
18|26|39|,0,0,1,1,0,0
18|26|39|39|44|,0,0,0,0,0,1
18|26|39|44|,1,0,0,0,0,0
18|26|3|,1,0,0,0,0,0
18|26|3|31|44|,0,0,0,1,0,0
18|26|3|39|44|,0,0,0,1,0,0
18|26|3|3|3|3|,0,0,0,1,0,0
18|26|3|3|3|44|,0,0,0,1,0,0
18|26|3|3|44|44|,0,0,0,1,0,0
18|26|3|44|44|44|,0,0,0,1,0,0
18|26|3|44|53|,0,0,0,1,0,0
18|26|3|44|62|,0,0,0,1,0,0
18|26|43|44|,1,0,0,0,0,0
18|26|44|,1,0,0,0,0,0
18|26|44|44|44|44|,0,0,0,1,0,0
18|27|,1,0,0,0,0,0
18|27|27|27|29|3|3|41|41|44|,0,1,0,0,0,0
18|27|27|27|29|3|41|41|44|44|,0,1,0,0,0,0
18|27|27|27|29|3|41|41|44|46|,0,1,0,0,0,0
18|27|28|29|3|,0,1,1,0,0,0
18|27|28|29|3|44|,0,1,0,0,0,0
18|27|28|29|3|44|80|,0,1,0,0,0,0
18|27|28|29|41|,0,1,0,0,0,0
18|27|28|29|44|46|80|,0,1,0,0,0,0
18|27|28|29|46|,0,0,1,0,0,0
18|27|28|34|44|46|80|,0,1,0,0,0,0
18|27|28|34|46|,0,0,1,0,0,0
18|27|28|3|,1,0,0,0,0,0
18|27|28|3|34|,0,0,1,0,0,0
18|27|28|3|34|44|80|,0,1,0,0,0,0
18|27|28|3|3|,0,1,1,0,0,0
18|27|28|3|3|44|80|,0,1,0,0,0,0
18|27|28|3|41|,0,1,0,0,0,0
18|27|28|3|44|,0,0,1,0,0,0
18|27|28|3|44|44|80|,0,1,0,0,0,0
18|27|28|3|44|46|80|,0,1,0,0,0,0
18|27|28|3|46|,0,0,1,0,0,0
18|27|28|44|,1,0,0,0,0,0
18|27|28|44|44|46|80|,0,1,0,0,0,0
18|27|28|44|46|,0,0,1,0,0,0
18|27|28|44|46|46|80|,0,1,0,0,0,0
18|27|28|46|46|,0,0,1,0,0,0
18|27|3|3|,0,1,0,0,0,0
18|27|3|44|,0,1,0,0,0,0
18|27|3|46|,0,1,0,0,0,0
18|28|,1,0,0,0,0,0
18|28|28|29|37|,1,0,0,0,0,0
18|28|28|29|37|37|37|37|37|,1,0,0,0,0,0
18|28|28|29|3|3|3|3|31|44|44|5|5|,0,0,1,0,0,0
18|28|28|29|3|3|3|3|37|,1,0,0,0,0,0
18|28|28|29|3|3|3|3|39|44|44|5|5|,0,0,1,0,0,0
18|28|28|29|3|3|3|3|3|31|44|44|5|,0,0,1,0,0,0
18|28|28|29|3|3|3|3|3|39|44|44|5|,0,0,1,0,0,0
18|28|28|29|3|3|3|3|3|3|31|44|44|,0,0,1,0,0,0
18|28|28|29|3|3|3|3|3|3|39|44|44|,0,0,1,0,0,0
18|28|28|29|3|3|3|3|3|3|44|44|62|,0,0,1,0,0,0
18|28|28|29|3|3|3|3|3|44|44|5|62|,0,0,1,0,0,0
18|28|28|29|3|3|3|3|44|44|5|5|62|,0,0,1,0,0,0
18|28|28|37|44|,1,0,0,0,0,0
18|28|28|38|,1,0,0,0,0,0
18|28|29|,0,0,1,0,0,1
18|28|29|29|29|3|3|3|44|,0,0,1,0,0,0
18|28|29|29|29|3|3|44|46|,0,0,1,0,0,0
18|28|29|29|29|44|44|,1,0,0,0,0,0
18|28|29|29|3|39|44|44|,0,0,0,0,0,1
18|28|29|29|3|3|34|44|46|,0,0,1,0,0,0
18|28|29|29|3|3|3|34|44|,0,0,1,0,0,0
18|28|29|29|3|3|3|3|44|,0,0,1,0,0,0
18|28|29|29|3|3|3|44|44|,0,0,1,0,0,0
18|28|29|29|3|3|3|44|46|,0,0,1,0,0,0
18|28|29|29|3|3|44|44|46|,0,0,1,0,0,0
18|28|29|29|3|3|44|46|46|,0,0,1,0,0,0
18|28|29|29|3|44|47|,0,1,0,0,0,0
18|28|29|29|44|,0,0,0,1,0,0
18|28|29|29|44|46|47|,0,1,0,0,0,0
18|28|29|31|41|,0,1,0,0,0,0
18|28|29|31|44|,1,0,0,0,0,0
18|28|29|32|,1,0,0,0,0,0
18|28|29|34|44|46|47|,0,1,0,0,0,0
18|28|29|39|44|,0,0,0,1,0,0
18|28|29|3|,1,0,0,0,0,0
18|28|29|3|31|,0,1,0,0,0,1
18|28|29|3|34|44|47|,0,1,0,0,0,0
18|28|29|3|3|39|44|,1,0,0,0,0,0
18|28|29|3|3|39|44|44|,0,0,0,0,0,1
18|28|29|3|3|3|3|31|44|5|5|,0,0,1,0,0,0
18|28|29|3|3|3|3|34|44|5|5|,0,0,1,0,0,0
18|28|29|3|3|3|3|39|44|5|5|,0,0,1,0,0,0
18|28|29|3|3|3|3|3|31|44|5|,0,0,1,0,0,0
18|28|29|3|3|3|3|3|34|44|5|,0,0,1,0,0,0
18|28|29|3|3|3|3|3|39|44|5|,0,0,1,0,0,0
18|28|29|3|3|3|3|3|3|31|44|,0,0,1,0,0,0
18|28|29|3|3|3|3|3|3|34|44|,0,0,1,0,0,0
18|28|29|3|3|3|3|3|3|39|44|,0,0,1,0,0,0
18|28|29|3|3|44|47|,0,1,0,0,0,0
18|28|29|3|44|,0,0,0,1,0,0
18|28|29|3|44|44|47|,0,1,0,0,0,0
18|28|29|3|44|46|47|,0,1,0,0,0,0
18|28|29|3|44|8|,0,1,0,0,0,0
18|28|29|41|44|,0,0,0,1,0,0
18|28|29|44|,1,0,0,0,0,0
18|28|29|44|44|46|47|,0,1,0,0,0,0
18|28|29|44|46|46|47|,0,1,0,0,0,0
18|28|29|46|,1,0,0,0,0,0
18|28|29|4|44|,1,0,0,0,0,0
18|28|29|9|,0,0,1,0,0,0
18|28|31|,0,0,1,0,0,1
18|28|31|31|44|,1,0,0,0,0,1
18|28|31|34|44|,0,0,0,0,0,1
18|28|31|39|,0,0,1,0,0,0
18|28|31|39|39|44|44|,0,0,1,0,0,0
18|28|31|39|44|,0,0,0,0,0,1
18|28|31|39|44|44|44|,0,0,1,0,0,0
18|28|31|44|,0,0,1,0,0,0
18|28|31|44|44|,0,0,0,0,0,1
18|28|31|4|44|,1,0,0,0,0,0
18|28|32|,1,0,0,0,0,0
18|28|34|,0,0,1,0,0,1
18|28|34|39|,0,0,1,0,0,0
18|28|34|39|44|,0,0,0,0,0,1
18|28|34|44|,0,0,1,0,0,0
18|28|37|,1,0,0,0,0,0
18|28|38|,1,0,0,0,0,0
18|28|39|,1,0,1,0,0,1
18|28|39|39|39|44|44|,0,0,1,0,0,0
18|28|39|39|44|,0,0,0,0,0,1
18|28|39|39|44|44|,0,0,0,1,0,0
18|28|39|39|44|44|44|,0,0,1,0,0,0
18|28|39|44|44|,0,0,0,1,0,0
18|28|39|44|44|46|,0,0,0,1,0,0
18|28|39|5|,0,0,1,0,0,0
18|28|3|31|,0,0,0,0,0,1
18|28|3|31|31|44|,0,1,0,0,0,0
18|28|3|31|31|44|44|8|,0,1,0,0,0,0
18|28|3|31|34|44|,0,1,0,0,0,0
18|28|3|31|39|44|44|8|,0,1,0,0,0,0
18|28|3|31|41|,0,1,0,0,0,0
18|28|3|31|44|,0,0,0,0,0,1
18|28|3|39|,0,0,1,0,0,0
18|28|3|3|,1,0,0,0,0,0
18|28|3|3|31|,0,1,0,0,0,1
18|28|3|3|31|44|,0,1,0,0,0,0
18|28|3|3|31|44|44|8|,0,1,0,0,0,0
18|28|3|3|34|44|,0,1,0,0,0,0
18|28|3|3|39|44|44|8|,0,1,0,0,0,0
18|28|3|3|3|31|39|44|44|,0,0,0,1,0,0
18|28|3|3|44|,0,0,0,0,1,1
18|28|3|3|4|44|,0,0,0,0,1,0
18|28|3|44|,1,0,0,0,0,0
18|28|3|44|44|,0,0,0,0,0,1
18|28|3|44|5|,0,0,0,1,0,0
18|28|3|46|,1,0,0,0,0,0
18|28|3|4|,1,0,0,0,0,0
18|28|3|58|,1,0,0,0,0,0
18|28|3|8|,0,1,0,0,0,1
18|28|44|44|,1,0,0,0,0,0
18|28|44|44|5|5|,1,0,0,0,0,0
18|28|44|46|,1,0,0,0,0,0
18|28|44|58|,1,0,0,0,0,0
18|28|44|8|,1,0,0,0,0,0
18|28|46|46|,1,0,0,0,0,0
18|28|46|58|,1,0,0,0,0,0
18|28|4|44|,1,0,0,0,0,0
18|28|4|46|,1,0,0,0,0,0
18|28|4|4|,1,0,0,0,0,0
18|28|4|58|,1,0,0,0,0,0
18|28|58|58|,1,0,0,0,0,0
18|28|7|,1,0,0,0,0,0
18|28|8|,1,0,1,0,0,1
18|29|,1,0,0,0,0,0
18|29|29|44|44|5|,1,0,0,0,0,0
18|29|31|44|,0,0,1,0,0,0
18|29|31|44|44|,1,0,0,0,0,0
18|29|34|44|44|,1,0,0,0,0,0
18|29|37|,1,0,0,0,0,0
18|29|37|37|,1,0,0,0,0,0
18|29|37|37|37|37|37|,1,0,0,0,0,0
18|29|37|39|44|,0,0,1,0,0,0
18|29|37|44|,0,0,1,0,0,0
18|29|37|44|62|,0,0,1,0,0,0
18|29|37|44|66|,0,0,1,0,0,0
18|29|39|39|44|44|44|44|,1,0,0,0,0,0
18|29|39|44|44|,1,0,0,0,0,0
18|29|3|3|3|41|44|,0,0,0,1,0,0
18|29|3|3|3|44|44|,0,0,0,1,0,0
18|29|3|3|44|,0,0,0,0,1,0
18|29|3|44|,1,1,0,0,0,0
18|29|3|44|66|,0,0,1,0,0,0
18|29|3|44|69|,0,0,1,0,0,0
18|29|3|44|74|,0,0,1,0,0,0
18|29|3|44|77|,0,0,1,0,0,0
18|29|41|44|,0,1,0,0,0,0
18|29|44|,1,0,0,0,0,0
18|29|44|44|,1,0,0,0,0,0
18|29|44|44|66|,0,0,1,0,0,0
18|29|44|44|69|,0,0,1,0,0,0
18|29|44|44|74|,0,0,1,0,0,0
18|29|44|44|77|,0,0,1,0,0,0
18|29|44|46|66|,0,0,1,0,0,0
18|29|44|46|69|,0,0,1,0,0,0
18|29|44|46|74|,0,0,1,0,0,0
18|29|44|46|77|,0,0,1,0,0,0
18|29|44|5|66|,0,0,1,0,0,0
18|29|44|5|69|,0,0,1,0,0,0
18|29|44|5|74|,0,0,1,0,0,0
18|29|44|5|77|,0,0,1,0,0,0
18|31|36|39|,0,0,1,0,0,0
18|31|36|44|,0,0,1,0,0,0
18|31|37|,1,0,1,0,0,0
18|31|37|44|44|,0,0,0,0,0,1
18|31|39|,0,0,1,0,0,0
18|31|44|44|,1,0,0,0,0,0
18|32|,1,0,0,0,0,0
18|34|36|39|,0,0,1,0,0,0
18|34|36|44|,0,0,1,0,0,0
18|34|37|,0,0,1,0,0,0
18|36|,1,0,0,0,0,0
18|37|37|,0,0,1,0,0,0
18|37|39|,0,0,1,0,0,0
18|37|39|44|44|,0,0,0,0,0,1
18|37|43|,0,0,1,0,0,0
18|37|44|,1,0,0,0,0,0
18|39|,1,0,0,0,0,0
18|39|41|44|,0,1,0,0,0,0
18|39|44|44|,1,0,0,0,0,0
18|3|31|36|,0,0,0,0,0,1
18|3|31|37|44|,0,0,0,0,0,1
18|3|31|44|44|,0,0,0,0,0,1
18|3|37|,1,0,0,0,0,0
18|3|37|39|44|,0,0,0,0,0,1
18|3|39|44|,0,1,0,0,0,0
18|3|39|44|44|,0,0,0,0,0,1
18|3|3|31|37|,0,0,0,0,0,1
18|3|3|31|44|,0,0,0,0,0,1
18|3|3|37|39|,0,0,0,0,0,1
18|3|3|39|44|,0,0,0,0,0,1
18|3|3|3|,0,0,0,1,0,0
18|3|3|3|31|,0,0,0,0,0,1
18|3|3|3|31|37|,0,0,0,1,0,0
18|3|3|3|39|,0,0,0,0,0,1
18|3|3|3|41|44|52|,0,0,0,1,0,0
18|3|3|3|44|,0,0,0,0,1,0
18|3|3|3|44|44|52|,0,0,0,1,0,0
18|3|3|42|,1,0,0,0,0,0
18|3|3|43|,1,0,0,0,0,0
18|3|3|45|,1,0,0,0,0,0
18|3|3|67|,1,0,0,0,0,0
18|3|42|,0,0,1,0,0,0
18|3|42|43|,1,0,0,0,0,0
18|3|42|44|,1,0,0,0,0,0
18|3|43|,0,0,1,0,0,0
18|3|43|43|,1,0,0,0,0,0
18|3|43|44|,1,0,0,0,0,0
18|3|43|45|,1,0,0,0,0,0
18|3|43|67|,1,0,0,0,0,0
18|3|44|45|,1,0,0,0,0,0
18|3|44|67|,1,0,0,0,0,0
18|3|67|,0,0,1,0,0,0
18|3|73|,0,0,1,0,0,0
18|3|8|,0,1,0,0,0,0
18|42|,1,0,0,0,0,0
18|42|44|,0,0,1,0,0,0
18|42|46|,0,0,1,0,0,0
18|42|5|,0,0,1,0,0,0
18|43|,1,0,0,0,0,0
18|43|44|,0,0,1,0,0,0
18|43|46|,0,0,1,0,0,0
18|43|5|,0,0,1,0,0,0
18|44|44|62|,1,0,0,0,0,0
18|44|67|,0,0,1,0,0,0
18|44|73|,0,0,1,0,0,0
18|46|67|,0,0,1,0,0,0
18|46|73|,0,0,1,0,0,0
18|4|,1,0,0,0,0,0
18|4|44|44|5|,1,0,0,0,0,0
18|4|4|5|,1,0,0,0,0,0
18|5|67|,0,0,1,0,0,0
18|5|73|,0,0,1,0,0,0
18|7|,1,0,0,0,0,0
19|19|,1,0,0,0,0,0
19|19|19|19|19|20|27|27|41|44|,0,0,0,0,1,0
19|19|19|19|20|20|27|27|41|44|,0,0,0,0,1,0
19|19|19|19|27|29|3|44|,0,1,0,0,0,0
19|19|19|19|27|29|41|44|,0,1,0,0,0,0
19|19|19|19|29|3|3|31|44|44|,1,0,0,0,0,0
19|19|19|19|29|3|3|34|44|44|,1,0,0,0,0,0
19|19|19|19|29|3|3|39|44|44|,1,0,0,0,0,0
19|19|19|19|39|44|,0,0,0,0,1,0
19|19|19|20|20|20|27|27|41|44|,0,0,0,0,1,0
19|19|19|20|39|44|,0,0,0,0,1,0
19|19|19|25|39|44|,0,0,0,0,1,0
19|19|19|26|26|26|26|44|44|,0,0,0,0,1,0
19|19|19|26|28|29|3|44|,1,0,0,0,0,0
19|19|19|26|28|29|44|44|,1,0,0,0,0,0
19|19|19|26|28|39|44|44|44|,1,0,0,0,0,0
19|19|19|26|28|3|39|44|44|,1,0,0,0,0,0
19|19|19|26|37|44|,1,0,0,0,0,0
19|19|19|26|3|37|,1,0,0,0,0,0
19|19|19|27|27|29|3|44|,0,1,0,0,0,0
19|19|19|27|27|29|41|44|,0,1,0,0,0,0
19|19|19|27|29|31|41|44|,0,1,0,0,0,0
19|19|19|27|29|35|41|44|,0,1,0,0,0,0
19|19|19|27|29|3|31|44|,0,1,0,0,0,0
19|19|19|27|29|3|35|44|,0,1,0,0,0,0
19|19|19|27|29|3|41|44|,0,1,0,0,0,0
19|19|19|27|29|41|41|44|,0,1,0,0,0,0
19|19|19|29|44|,0,1,0,1,0,0
19|19|19|39|44|44|,0,0,0,0,1,0
19|19|19|44|44|8|,0,0,0,1,0,0
19|19|20|20|20|20|27|27|41|44|,0,0,0,0,1,0
19|19|20|20|39|44|,0,0,0,0,1,0
19|19|20|22|28|29|3|44|,1,0,0,0,0,0
19|19|20|22|28|29|44|44|,1,0,0,0,0,0
19|19|20|25|39|44|,0,0,0,0,1,0
19|19|20|26|28|29|3|44|,1,0,0,0,0,0
19|19|20|26|28|29|44|44|,1,0,0,0,0,0
19|19|20|26|28|39|44|44|44|,1,0,0,0,0,0
19|19|20|26|28|3|39|44|44|,1,0,0,0,0,0
19|19|20|26|37|44|,1,0,0,0,0,0
19|19|20|26|3|37|,1,0,0,0,0,0
19|19|20|27|29|,0,0,0,0,1,0
19|19|20|29|44|,0,0,0,1,0,0
19|19|20|39|44|44|,0,0,0,0,1,0
19|19|22|22|44|,0,0,0,0,1,0
19|19|22|26|44|,0,0,0,0,1,0
19|19|22|26|44|44|,1,0,0,0,0,0
19|19|22|32|44|44|,1,0,0,0,0,0
19|19|22|37|44|44|,1,0,0,0,0,0
19|19|24|29|44|,0,0,0,1,0,0
19|19|25|25|39|44|,0,0,0,0,1,0
19|19|25|26|28|29|3|44|,1,0,0,0,0,0
19|19|25|26|28|29|44|44|,1,0,0,0,0,0
19|19|25|26|28|29|44|44|44|,0,0,0,1,0,0
19|19|25|26|28|44|44|44|44|,0,0,0,1,0,0
19|19|25|39|44|44|,0,0,0,0,1,0
19|19|26|26|28|28|29|44|44|,0,0,0,1,0,0
19|19|26|26|44|44|,1,0,0,0,0,0
19|19|26|27|28|3|44|,0,0,0,1,0,0
19|19|26|27|28|44|44|,0,0,0,1,0,0
19|19|26|27|28|4|44|,0,0,0,1,0,0
19|19|26|28|29|39|44|44|44|,0,0,1,0,0,0
19|19|26|28|29|3|39|44|44|,0,0,1,0,0,0
19|19|26|28|29|3|3|39|44|,0,0,1,0,0,0
19|19|26|28|29|3|44|,0,0,0,1,0,0
19|19|26|28|29|44|44|,0,0,0,1,0,0
19|19|26|28|29|44|44|44|44|,0,0,0,1,0,0
19|19|26|28|29|4|44|,0,0,0,1,0,0
